Dates,Topic,Length,Cost,Outline,Category,Hover_Desc
"Jul 1, Aug 5, Sept 3, Oct 1, Nov 3, Dec 7",Word 2016/2019: Level 1,1 day,$199,"classes/Word_Level1""",MICROSOFT TRAINING,"This course covers the basic skills and concepts students need to use Microsoft Word productively and efficiently. After an introduction to Word's window components, students will learn how to create and save documents and how to navigate documents. Then they will edit, copy and paste, and find and replace text. They will also learn how to enhance the appearance of a document by using various formatting options. In addition, they will create tables, adjust page layout, work with graphics, use styles and outlines, and proof and print documents."
"Jul 9, Aug 12, Sept 10, Oct 8, Nov 10, Dec 14",Word 2016/2019: Level 2,1 day,$199,classes/Word_Level2.pdf,MICROSOFT TRAINING,"In this ILT series course, students will further build on the skills acquired in the Microsoft Word basic course. Students will learn to use styles and outlines, and how to format tables. Then they will insert SmartArt diagrams, work with shapes, and format text graphically. They will also learn how to format a document by adding sections, columns, and design elements such as watermarks and themes. In addition, they will use Track Changes and prepare documents for sharing and exporting. Finally, students will learn how to work with fields and perform a mail merge."
">Jul 16, Aug 19, Sept 17, Oct 15, Nov 17, Dec 21",Word 2016/2019: Level 3,1 day,$199,classes/Word_Level3.pdf,MICROSOFT TRAINING,"This course covers advanced skills and concepts students need to use Microsoft Word productively and efficiently. Students will learn to add interactive elements such as forms and content from other applications, and to save a file as a web page. Then they will learn how to use document references such as citations, indexes, and tables of contents. Next, they will learn to work more efficiently in Word by customizing the ribbon, creating macros, using building blocks, and inserting subdocuments. In addition, students will learn to record and copy macros, to create and modify VBA modules, and to control Word objects in the Visual Basic Environment. Finally, students will learn the fundamentals of VBA programming through creating control structures, designing VBA forms, and debugging programs."
Call for Dates,Word 2019: Level 1,1 day,$199,"classes/Word_Level1""",MICROSOFT TRAINING,"This course covers the basic skills and concepts students need to use Microsoft Word productively and efficiently. After an introduction to Word's window components, students will learn how to create and save documents and how to navigate documents. Then they will edit, copy and paste, and find and replace text. They will also learn how to enhance the appearance of a document by using various formatting options. In addition, they will create tables, adjust page layout, work with graphics, use styles and outlines, and proof and print documents."
Call for Dates,Word 2019: Level 2,1 day,$199,classes/Word_Level2.pdf,MICROSOFT TRAINING,"In this course, students will further build on the skills acquired in the Microsoft Word basic course. Students will learn to use styles and outlines, and how to format tables. Then they will insert SmartArt diagrams, work with shapes, and format text graphically. They will also learn how to format a document by adding sections, columns, and design elements such as watermarks and themes. In addition, they will use Track Changes and prepare documents for sharing and exporting. Finally, students will learn how to work with fields and perform a mail merge. /td>"
Call for Dates,Word 2019: Level 3,1 day,$199,classes/Word_Level3.pdf,MICROSOFT TRAINING,"This course covers advanced skills and concepts students need to use Microsoft Word productively and efficiently. Students will learn to add interactive elements such as forms and content from other applications, and to save a file as a web page. Then they will learn how to use document references such as citations, indexes, and tables of contents. Next, they will learn to work more efficiently in Word by customizing the ribbon, creating macros, using building blocks, and inserting subdocuments. In addition, students will learn to record and copy macros, to create and modify VBA modules, and to control Word objects in the Visual Basic Environment. Finally, students will learn the fundamentals of VBA programming through creating control structures, designing VBA forms, and debugging programs."
Request Dates,Word: Formatting Long Documents,1/2 day,$125,classes/WORD.pdf,MICROSOFT TRAINING,"Whether it’s a short story, a product catalog, technical manuals, legal documents, or a business report, every document needs a compelling format. Although the content and the length may differ, long documents have similar formatting challenges. In Word: Formatting Long Documents, Computer Visions uses its 18 years of training expertise to demonstrate efficient methods of formatting entire documents and making changes to specific sections and pages. It covers the details of how to use field codes and building blocks to streamline the workflow, and shares best practices for producing printed documents with a professional look."
"Jul 29, Aug 31, Sept 28, Oct 26, Nov 30, Dec 17",Excel Pivot Tables,1/2 day,$125,classes/PivotTables.pdf,MICROSOFT TRAINING,View Outline
"Jul 23, Aug 18, Sept 21, Oct 23, Nov 18, Dec 16",Publisher Level I,1 day,$199,classes/PublisherBasic.pdf,MICROSOFT TRAINING,View Outline
"Jul 30, Aug 25, Sept 28, Oct 30, Nov 23, Dec 17",Publisher Level II,1 day,$199,classes/PublisherAdvanced.pdf,MICROSOFT TRAINING,View Outline
"Jul 9-10, Aug 3-4, Sept 8-9, Oct 1-2, Nov 2-3, Dec 28-29",Critical Thinking,2 days,$799,classes/CriticalThinking.pdf,STRATEGIC CORPORATE TRAINING,View Outline
"Jul 13, Aug 5, Sept 16, Oct 13, Nov 24, Dec 14",Effective Presentations,1 day,$399,classes/EffectivePresentations.pdf,STRATEGIC CORPORATE TRAINING,"This course teaches students about creating effective presentations. Students learn how to determine realistic presentation objectives, analyze the audience, use supporting materials effectively, organize a presentation clearly, and successfully incorporate visual aids. Course activities also cover reducing the fear of speaking, remaining calm, appearing relaxed, and improving the delivery of your presentation. Finally, students learn how to assess the audience members and answer their questions, organize a persuasive presentation, and use reasoning and emotional appeals to persuade an audience."
"Jul 6, Aug 12, Sept 30, Oct 2, Nov 12, Dec 7",Building Better Teams,1 day,$399,classes/BuildingTeams.pdf,STRATEGIC CORPORATE TRAINING,View Outline
"Jul 30, Aug 10, Sept 25, Oct 27, Nov 11, Dec 15",Fundamentals Of Communication,1 day,$399,classes/BuildingTeams.pdf,STRATEGIC CORPORATE TRAINING,"Fundamentals of Communication provides an overview of the basic principles of business communication. It provides guidelines and best practices for effectively communicating in the workplace, thereby improving productivity and mutual understanding in culturally diverse business organizations."
"Aug 24, Sept 29, Oct 28, Nov 19, Dec 18",Advanced Communication,1 day,$399,classes/Advanced_Communication.pdf,STRATEGIC CORPORATE TRAINING,View Class Outline
"Aug 6, Sept 2, Oct 8, Nov 5, Dec 8",Conflict Resolution,1 day,$399,classes/Conflict_Resolution.pdf,STRATEGIC CORPORATE TRAINING,View Class Outline
"Aug 26, Sept 9, Oct 15, Nov 19, Dec 3",Emotional Intelligence,1 day,$399,classes/Emotional_Intelligence.pdf,STRATEGIC CORPORATE TRAINING,View Course Outline
"Aug 19, Sept 9, Oct 16, Nov 13, Dec 4",Service Desk Manager,1 day,$399,classes/Service_Desk_Manager.pdf,STRATEGIC CORPORATE TRAINING,View Course Outline
"Aug 26, Sept 11, Oct 27, Nov 20, Dec 18",Telephone Customer Service,1 day,$399,classes/Telephone_Customer_Service.pdf,STRATEGIC CORPORATE TRAINING,View Course Outline
